score,content,label
5,Luar biasa,Positif
5,Ok,Positif
1,Kenapa sih saya gak bisa pakai gopay later saya. Semenjak berpindah nya GO-PAY later by MAB. Padahal saya selalu membayar tagihan tepat waktu. Sudah hubungi CS tapi gaada respon yang jelas. Saya pengguna gojek dari 2018 sangat berasa kecewa dengan layanan gojek seperti ini. TOLONG DIBERIKAN ALASAN DAN RESPON YANG JELAS!!!!!,Negatif
5,Ok,Positif
5,Pasti nya senang la pake apk ini,Positif
5,Sangat membantu,Positif
5,Maasya Allah... pelayanan bagus n ramah plus cepat,Positif
5,selama memakai gojek saya tdk pernah bermasalah semua berjalan lancar dan tdk masalah,Positif
1,"Kenapa gopaylater ga bisa dipake lagi padahal ga pernah ada keterlambatan bayar tuh, udah hubungi kami tp ga dapet respon, ada apaaa?",Negatif
5,Good things,Positif
5,Alhamdulillah,Positif
1,"Iklan gomart yg terbaru jelek banget, norak ibu2nya. Ga nyambung antara jaga anak ama kehabisan air minum. Gara iklan ini yg tdnya dowload aplikasinya jd sy hapus lg",Negatif
1,Gocar setiap kali mesan orng nya gk mau sampai titik tujuan dan dia malah nyuruh kita yg kesana gk bagus nih,Negatif
5,Ok Bagus,Positif
5,Keren,Positif
1,"Ganti nomer malah di blokir , payah",Negatif
5,bagus,Positif
5,Gojek memang ðŸ‘,Positif
5,"apk yang biasa saja dan cukup membantu, sekian dari saya terimakasih",Positif
5,Keren luar biasa,Positif
1,Ada menu gopaylatter tp ga bisa dipake. Percuma ada metode paylatter & promo tp ga bisa dipake.,Negatif
5,"aplikasi anak bangsa, sukses selalu",Positif
5,Sabar bingitsðŸ¥°,Positif
1,"Gak pernah ngasih bintang 1,, tapi kali ini MAAF bgt harus ngasih bintang 1. Kebiasaan buruk GOJEK ( gopaylater nya ) kalo udah dibayar gak bisa dipake. Gatau kenapa padahal gak punya hutang tagihan udh lunas,, mau pake gak bisa tunggu 30 hari. Udah pada uninstall deh apk nya,, ngerugiin bgt. Kalo saya tipikal org jahat, tau gini mending gak usah di byr sekalian. Tapi ini nggak,, sy org bertanggung jawab, saya bayar tagihan saya,, lahh pas darurat mau pesen makanan aja gak bisa di pke",Negatif
1,"bunga gopay gede gila , terlambat 1hari denda Rp 50.000",Negatif
1,"Gopay later sekarang rusak , padahal nggak pernah telat bayar tagihan pasti bayar tepat waktu tidak pernah sampai jatuh tempo tapi tiba tiba Kemaren setelah saya selesai bayar tagihan limit tidak bisa digunakan baik di gofood , tokped maupun di aplikasi lain sudah komplain cuman disuruh nunggu terus tiap ditanya tunggu lagi udah memang betul aplikasi ini malah jelek sekarang",Negatif
5,Oke banget..,Positif
2,"kenapa GoPayLater sekarang gak bs dipakai pembelian Pulsa, PLN atau pun Pasca Bayar padahal.sebelum Update bulanÂ² kmrn masih bisa dipakai.. percuma dpt limit kalo tdk bisa digunakan.. mohon pengaruran kebijaksanaannya kembali ðŸ™",Negatif
5,Sngt brguna,Positif
1,Hanya mau ngambil data kalian aja dengan alasan syarat belum terpenuhi,Negatif
5,Perlu apapun sangat mudah dan cepat.,Positif
5,"Sejauh ini saya cukup puas dengan pelayanan. Semoga gojek jadi lebih baik lagi, dan dapat bersaing dengan apps lain",Positif
5,Aplikasinya bagus,Positif
5,Tepat waktu,Positif
2,Gopood nya jadi banyak biaya layanan terus biayanya ngelebihin pesenan makannya ðŸ˜‚,Negatif
5,Solusi tepat buat bepergian,Positif
5,Ok,Positif
5,Makasih banyak gojek sudah banyak memudahkan urusan pesan memesan makanan untuk anak pondokku,Positif
5,Ok sip,Positif
1,Gojek skrg pelayanan nya burukkkk,Negatif
1,"Semenjak pindah dr findaya jadi aneh gojek gak seasyik dlu... Gopaylatter sama gopay pinjam gak bisa di buka.. Limit masih sisa banyak tapi gak bisa di pake, truS buat apa ngasih limit?? Ribet n aplikasi eror",Negatif
5,"Bagus , cukup membantu ketika darurat",Positif
5,Mantap,Positif
5,Oke,Positif
5,Trasportsi yang bagus,Positif
1,"Kasih solusi lah buat pesanan gofood yg salah titik alamat, kalo baru bngt di terima sama resto kan belum di buat masakan nya, harus nya masih bs di batalin, ini tombol chat ke resto aja ga di kasih ijin costumer buat chat duluan. Naikin tarif layanan doang makin mahal tp pelayanan masih bobrok.",Negatif
5,Gojek sangat membantu transportasi dan pesan makanan saat mager sungguh membanyu sekali. Gojek terus jaya,Positif
5,Ok,Positif
5,goodd,Positif
5,Ok lah Pokony,Positif
1,Kok tiap dipake hang terus?,Negatif
2,suka lama cari driver sering sampe 1 jam lebih baru dapet driver mending pindah ke sebelah,Negatif
5,baik,Positif
1,App brisik..,Negatif
5,"Joosss, bnyakin promonya lagi",Positif
4,Tolong stop iklan *a day in life* T.T,Positif
5,Sangat membantu dalam banyak halðŸ˜…ðŸ¤©,Positif
5,"Selamat pagi, gojek.. Kok sekarang layanan gopaylatter nya tidak bisa digunakan untuk kuota dan pulsa lagi ya, Kenapa?? Padahal kemarinÂ² masih bisa digunakan bahkan dengan nonimal terkecilpun seperti Rp 5000 masih bisa pakai gopaylatt, tapi sekarang sudah ditiadakan, padahal untuk pengguna seperti saya itu sangat membantu sekali, tolong kembalikan layanan gopaylatter seperti sebelumnya ya gojek, terima kasih. Gojeek.. Kenapa sekarang gopaylatter gabisa dipakaai? Setelah ganti ke MAB?",Positif
1,"Gak Ada Driver Goride Di Balikpapan, nyari driver nya lama, driver banyak alasan. Yang harusnya bisa tepat waktu malah telat kelamaan nyari driver",Negatif
5,Mantap,Positif
5,Good,Positif
1,".GILA ONGKOS DRIVER CUMA 2000!!!??? , POTONGAN GAK KIRA KIRA!!, DI TAMBAH LAGI YG BIKIN ANYEP DRIVER ADALAH SETIAP COSTUMER PEMESAN DI PAKSA BAYAR 5000 UANG TAMBAHAN perbaiKAN APLIKAYyg gak ada hubungan dengan costumer???!!!!MAKIN KESINI PEMESAN MAKIN SEPI MAKIN PINDAH !! GOJEK BANGSAAT",Negatif
5,Sangat membantu sekali,Positif
5,Bagus,Positif
5,Goto terbaik ðŸ˜ðŸ˜ðŸ˜ðŸ˜,Positif
1,"Padahal kalo diliat titik banyak yg dket, tp selalu dapet yg jauh. Udh cancel tetep dikasihnya yg jauh terus ðŸ¤¬",Negatif
5,Cepat & hemat Kereen ðŸ’¯,Positif
1,"Makin males pake gojek,mau kirrm.barang ngisi data ga bisa otomatis,kebanyakan yang harus dupilih mulai dari ASUransi yang ngejebak,pilih ini itu,ribeeetttttt,enakan pakai LALALMOVE simple,murah lagi",Negatif
5,Maaf gak jelas titik di mana ngater kemana,Positif
5,puas bgt,Positif
5,Terbantu dengan adanya gofood disaat malas keluar,Positif
5,ðŸ‘ðŸ‘ðŸ‘,Positif
5,Bgs aj sih,Positif
5,"Alhamdulillah, sampai tujuan dg aman dan tepat waktu",Positif
4,Kak mau tanya....saya ngga buka apk tpi kok tiba2 ada pesanan gofood ya...dan alamat pengirimanya pun bukan alamat saya...itu kira2 knpa ya?? Apakah akun saya di hack/ada akun kembar/sama dgn akun saya,Positif
5,Siip,Positif
2,"Drivernya sering tiba"" ganti pesanan atau cancel padahal udah Jalan dan udah nungguin lama",Negatif
5,"Tolong perhatikan nasib akun goceng, argo ga cukup buat bensin dan makan",Positif
1,"Gak akan lagi gw pakai APK ini, Kalau orng pakai PAYLATER, Diingetin jgn di pakai NOTIF doang TOLOL, Ada yg namanya itu TELPON biar orng gk LUPA, Denda langsung AUTO 50K, PAYLATER lain aj masih ingetin pakai telpon, gw langsung bayar dan makan tuh UANG HARAM, setelah urusan gw dgn GOJEK, AUTO UNINSTALL",Negatif
1,"Gojek selalu force close, merger bukan makin bagus tapi makin hancur",Negatif
5,"Sangat mendukung kemageranku, terimakasih gojek",Positif
1,kecewa dgn gopaypinjmku bayar ga pernah terlambat mau pinjm lg ampliksainya njawab bln depan mlulu ðŸ˜¡,Negatif
1,Aplikasi nya kacau sudah berapa kali update terulang kali kacau. Bikin pusing,Negatif
5,Ok,Positif
1,"Tolong ya tidak perlu sampai spam di WhatsApp hanya karena terlambat 1 hari bayar tagihan Gopaylater, saya pun tau jika tagihan terlambat. Ini terlisensi dari OJK tapi DC kayak pinjol illegal, dikit dikit nagih dan bahasanya cukup kasar.",Negatif
4,Sudah terbiasa pakai ojol dari Gojek. Driver banyak yg berpengalaman dan ramah.. Ada juga yang pendiam (mungkin introvert atau tidak ada bahan obrolan). Yang penting selamat sampai tujuan. Alhamdulillah.,Positif
1,"Udah sampe tujuan tiba tiba ada notif penjemputan lgi, jadi nya 2 driver, diliat diriwayat pesenan cuman ada 1, bayar jdi double, tingkatkanðŸ‘",Negatif
5,Alhamdulillah,Positif
1,Pesan makanan sangat lama sampainya,Negatif
5,Selalu puas dgn pelayanannya,Positif
5,Nice,Positif
1,"GILA ADA NOTIF TAGIHAN KAGA, TELAT 2HARI DENDA 50RB. APLIKASI ZIONIS",Negatif
5,Mantap,Positif
1,"Hai gojek, tolong balikin gopay later ke findaya lagi donk! Kemarin mau pesen gocar pake paylater diminta update paylater ke MAB, udah slesai update dan yg katanya cuma tunggu 15 menit akhirnya malah gopay later saya hilang.. Saya pesen gocar pake tunai jadinya! Udah bikin laporan tapi blm ada balasan..",Negatif
5,Ok bngt,Positif
5,Perbanyak promo,Positif
1,speak public dan sytem ettitude work sangat rendah apalagi pihak penagih gopay later baru telat 2 hari bicara sudah sangat tdak sopan. padahal sebelum2nya saya tdak pernah telat. Low Quality System !!! sangat memalukan perusahaan besar tapi punya karyawan yg tdak punya etika dan sangat tdak sopan,Negatif
1,"Duit gw hilang 300 RB di gopay di bekukan tanpa sebab, di tlp ga pernah di angkat cuma denger nada dering aja smpe habis pulsa 150rb udh pasrah SM gojek jelek banget pelayanan nya, hati2 temen2 yang pakai gojek lebih baik pakai yng lain dari pada seperti saya kasus nya udh pasrah ga di tangani.",Negatif
1,Gopya later ga bisa di gunakan padahal lagi butuh bnget ðŸ˜”,Negatif
5,Good,Positif
5,Sangat membantu,Positif
1,Jangan pakai gopaylater. dendanya 50.000 jika telat . Dan bunga nya juga gede. Ga kata dulu ya . Cuman dikenakan biaya admin saham kalo ini udah kaya pinjol.,Negatif
4,Banyak kode promonya!!ðŸ˜šðŸ˜,Positif
1,"biaya keterlambatan pembayaran gopaylater dengan nominal belanja 130rb adalah 25000 per hari,kalo 2 hari telat 50rb kalo 4 hari telat berarti 100rb.. Wooww ...diantara paylater lain ini yg paling mahal Cukup ini yg pertama pake dan yg terakhir,!!!!!",Negatif
1,"Menu Gopaylater gak muncul, tidak bisa dipakai lagi, padahal sudah approve dan sudah 1x transaksi, sudah laporan gak ada respon, buat apa kasih limit dipakai gak bisa, error mulu habis ke MAB. Update mulu ,malah tambah error",Negatif
5,sangat memuaskan,Positif
1,"Gopaylater tidak bisa di gunakan, pembayaran lancar, tidak pernah lewat jatuh tempo,",Negatif
5,Siiipppp,Positif
2,"Driver Go car banyak yang pemain, padahal tarif sudah naik di jam sibuk tapi masih terang terangan minta tips dengan memaksa",Negatif
5,Memudahkan saya dalam segala hal. Terimakasih,Positif
1,Gojek sistemnya makin bobrok pesan makanan 50mnit baru dapat driver dipikir gak laper apa ya?? Trs drivernya juga dapet penghasilan nya dikit bngtt masak aku bayar ongkir 13 yang masuk ke gojek 6rb mikir dong jangan ambil enak nya sendiri bikin miskin merchant aja,Negatif
5,Sangat membantu semua masyarakat,Positif
5,"Alhamdulillah selalu terbantu, makasih gojek",Positif
5,"Dengan adanya aplikasi gojek ini,perjalan saya sangat terbantu..hanya tinggal klik2 saja..udah gitu beres..trimakasih",Positif
1,"Ini LG kenapa aplikasi gojek gabisa masuk gabisa order gabisa dipake aplikasi , tulisane kendala Mulu,, kenapa dah ga paham w",Negatif
5,sangat memuaskan dan sangat membantu,Positif
1,Kenapa sekarang jadi gk bisa mesan ticket bioskop lagi ya kak..tolong diperbaiki,Negatif
1,Untuk aplikasi gopay Sangat merugikan jika ada keterlambatn pmbyarn Otw uninstal,Negatif
1,"Ngapain ada fitur pinjaman, tp gabisa di gunain, mending tutup aja",Negatif
1,denda keterlambatan 1 hari udah sampe 50 ribu hei bukannya flat dari ojk itu 0.8% perhari ini baru 1 hari langsung denda 50 ribu lebih lebih dari bank emok hahaha,Negatif
5,Sangat membantu,Positif
1,gopaylaternya gk bisa di pake payah,Negatif
4,Lumayan,Positif
1,"Gopay aneh ,limit ada ,tapi gabisa dipake pdahal bayar ga telat heran",Negatif
5,Good,Positif
5,Aplikasinya mudah digunakan. Good luck !,Positif
1,Update ke go plus lama banget,Negatif
5,Okw bagus,Positif
5,Mantap,Positif
1,gopaylater tidak dapat di pakai ..karena keterlambatan 1 hari ..dan limit bisa di pakai di tgl 2des akan tetapi sampai saat ini tidak dapat di pakai ..dri cs pun tidak ada tidak lanjutttan atas komplen saya ..melalu email pun tidak da kemajuan ..bagai mana ini,Negatif
2,"Sorry aku kasih bintng 2, soalnya kalo pesen gofood biar diskon gede harus pake paylater. Rrriiiibbbeeeetttt",Negatif
2,"Kenapa yah koq tiap pesan gojek dapetnya jauh terus, tolong donk diperbaiki... Gk kyk aplikasi sebelah dapetnya cepat dan dekat",Negatif
5,Ok gojek,Positif
5,GOOD,Positif
1,Tak b1 min maaf karna gojek skrang lama bgt reguler sama mode hemat hampir sama estimqsi nya kadang agak kecewa eh udah laper bgt makanan masih di bawa muterÂ² sama si driver padahal.pesen pake mode reguler dan biaya lain2 nya juga mahal skrg mau pindah ke grab juga pelit promo juga,Negatif
5,Ga bisa gojeg,Positif
5,Mantap....sukses selalu,Positif
5,Gratis ongkir gila apalagi buat makan cocok buat orang susah kaya saya makasih gojek Semoga sukses selalu,Positif
2,"Pelayanan customer service nya kurang, gak nyambung",Negatif
1,Aplikasi tiba2 hang ga bsa ngpain2.. anehh,Negatif
5,Bagus sekali,Positif
2,Kok gotixnya ilang?ðŸ—¿,Negatif
5,Bagus sekali,Positif
5,selalu dapat yang terbaik,Positif
5,bagus,Positif
5,Siiip,Positif
5,trimakasih pd gojek...membantu sy mengenai transportasi,Positif
5,Mantap jos saya suka,Positif
1,"Aplikasi karya anak bangsa tapi kelakuan kayak kompeni, perusahaan go-jek sekarang sudah komersil",Negatif
2,kasi bintang 2 aja dlu. soalnya paylater nya bnyk yg gk bsa dipakai.ðŸ™,Negatif
1,Attitude drivernya makin kesini makin jelek,Negatif
1,"Baru daftar masa gopay di blokir alasan ada transaksi ga wajar, kan baru daftar belom ada transaksi aneh",Negatif
5,Apek apek,Positif
5,Mantap,Positif
5,Oke,Positif
5,Good jop,Positif
1,"Pesan goofood sangat lama sekarang, sudah ongkir mahal tetapi pesan makanan sangat susah, proses di resto sudah makan waktu 30 menit, nyari driver pun 30 menit. Saya bukan pake mode hemat bung !!!!",Negatif
1,Gopay Later bermasalah tidak ada solusi jawaban hanya suruh tunggu .Tidak jelas nunggu beberapa jam atau berapa tahun,Negatif
4,Layanan gojeg sekarang bagus ..sayang ya gopaylater ya kadang2 gak bisa di gunakan,Positif
1,Kembalikan GO-PAY LATER ke FINDAYA!!!,Negatif
1,Gk recommended,Negatif
1,KALAU EMANG UDAH GAK AMANAH BUAT PEMBELIAN PULSA LEWAT GOPAY MENDING HAPUS AJA DAH MENU PEMBELIAN PULSANYA!!!! BISA2NYA SAYA BELI PULSA UDAH ADA 3JAM LEBIH BELUM MASUK2!!!,Negatif
5,Ok,Positif
5,Ok,Positif
5,Siap menanti,Positif
5,ðŸ™ðŸ™ðŸ™terimakasih gojek...,Positif
5,ok,Positif
1,Betul2 sangat kecewa dengan pelayanan costumer service dan penyelesaian masalah!! Sunggu benar benar tidak di berikan penyelesaian !! Sekelas perusahan besar seharusnya ada bug pengajuan bisa di tanggulangi!!!,Negatif
5,Great,Positif
1,"Live chat gojek dmn sih. Paylatter saya,kok gk bisa di pakai.perasaan pembayaran saya lancar2 aja.",Negatif
4,Gk menang voucher padahal dah sering nge gofood tengah malem hehe,Positif
4,Mencoba berpertasi,Positif
5,Oke,Positif
1,Slalu eror ga jelas,Negatif
1,Aplikasi semenjak sama tokped jadi rentenir. paylater terlambat sehari denda 50ribu. Muke gile.,Negatif
2,"cuma ngeluh min, saya setia pesan gofood tetapi 4 hari ini saya pesan gofood selalu saja driver mendapatkan 2 orderan sekaligus di dua tempat berbeda,dan saya selalu dapat kiriman terakhir, btw sudah ke 4 kalinya saya order dapat driver yg kyk gitu, itu maksudnya gimana? ke 4 kalinya saya order selama 4 hari jg dan itu berturut-turut,saya sampai ga makan siang saat istirahat kerja gara-gara ini, tolong perbaiki.",Negatif
5,Ok,Positif
5,Semoga driver gojek semakin sejahtera aminn,Positif
1,Knph nya sekarang akun saya tidak bisa pakai payleter lagi padahal bayar Ega pernah telat ngomong di laporan lama tanggapannya tolong solusinya doang,Negatif
1,"HERAN YA SEMENJAK GANTI JADI KE MAB, GOPAYLATER NYA TIDAK BISA DI PAKAI SAMA SEKALI. JANCUUKKK. PAJANGAN DOANG BUAT APA",Negatif
5,Ok ðŸ‘ðŸ»âœ¨,Positif
5,Bole lh,Positif
1,"Apk ko error terus, aneh",Negatif
1,Tenggelamkan,Negatif
1,"Aplikasi maling ... Saya bayar qris pake gopay , transaksi di batalkan tp saldo ilang , laporan bantuan 1x24 tidak ada respon... dasar maling ....",Negatif
5,Okeh pokoknyya,Positif
5,Bagus memberikan saya pekerjaan online..,Positif
1,Sekarang sulit mendapatkan driver,Negatif
1,"Kenapa gopay later saya tidak bisa digunakan baik mau pesan gofood, goride, bayar di tokopedia ? Padahal limitnya tersedia.",Negatif
5,Sangat bagus dan membantu sekali.,Positif
5,Oke,Positif
1,Saya menggunakan goshop lama nyangkut di drivernya harusnya kalau tidak mau di ambil di cancel langsung lah sama driver nya biar apk nyari driver lain,Negatif
1,"gopaylater ga bisa dipake pdhl saldo msh bnyak da ga pernah telat buat bayar..percuma dongg dikasih limit tp ga bisa di pakai tolongggg donggg di perbaiki bnyak yg komplen gopaylater ga bisa dipakai klw ga di perbaiki lama"" pelanggan nya pda uninstal ini apk",Negatif
1,"Tolong jangan mikirin untung besar sendiri dipikirkan juga kesejahteraan driver dan juga sama-sama untung dengan resto, mempermudah meringankan customer",Negatif
5,great,Positif
4,Kenapa ya min klo misal tf ke dana ga masuk gitu?,Positif
4,Sangat membantu sekaligus,Positif
1,Unicorn tapi kualitas CS nya payah ðŸ‘Ž,Negatif
1,"Kalo mau rating bagus, perbaiki sistem nya. Bukan makin ancur",Negatif
5,"Sukurlah akun gojek bisa digunakan, terimakasih PT Gojek atas bantuannya, sukses selalu ðŸ™ðŸ™ðŸ™",Positif
1,"Gofood bisa ambil order 2 tempat sekaligus yang alasannya searah.. Nunggu makanan bisa sampai 2 jam.. Semakin kesini semakin buruk.. Sejauh ini, ini update yang paling jauh.. Mengecewakan!",Negatif
5,Drivernya ramah,Positif
1,gak bisa masuk akun payah,Negatif
5,Mari kita tunggu kehancuran gojek ini.,Positif
1,Jelek,Negatif
1,"ini apps cuma nyari untung doank. GPS ngaco gak pernah dibenerin. bikin customer nunggu, driver bingung. jangan gedein potongan doank tapi bikin GPS aja gak becus",Negatif
1,Minta tolong itu yang mode hemat dihapus saja . Kasihan driver yang reguler susah cari orderan . Semua pada ke mode goceng. Bikin sistem itu yang bijak jangan seenak nya sendiri saja menyusahkan driver yang lain.,Negatif
5,Divere apik apik... ramah dan penuh semangat menempuh jarak,Positif
1,Riba nya kebangetan telat sehari 50.000,Negatif
1,Isi pulsa tapi gk masuk. Saldo sudah terpotong. Segera cek laporan saya malah ditutup terus,Negatif
5,Membantu sekali,Positif
5,Mantap jiwa,Positif
1,Pke gopaylater dibayar lebih cepat gak bisa. Hrs nunggu tagihan keluar. Pas kelupaan baru sehari dendanya 50rb. Pdhl belanja cuma 73.500. Marketing busuk. Menjebak dg iming2 promo diskon utk selanjutnya agar bisa dikenai denda. Cara2 licik nyari untung gtu ya?,Negatif
